"Data include samples collected between October 1, 2013 - September 30, 2017",,,,,,,,,,,
"Data Extracted January 3, 2018",,,,,,,,,,,
EstablishmentId,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormId,CollectionDate,SampleSource,EColiO157H7Analysis,SalmonellaSpAnalysis,NonO157STECAnalysis
5633,M1913+P18057,American Meat Company                                                                               ,CA,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100622464,10/28/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
3612,M2966+P2966+V2966,National Beef Packing Food Service                                                                  ,KS,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100625613,10/28/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622810,10/28/2013,Product-Raw-Intact-Beef,Negative,NULL,Positive
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622809,10/28/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
5475,M18532+P18532,Costco Wholesale Meat Plant                                                                         ,CA,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100624879,10/28/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
3551,M262,"National Beef Packing Co., L.L.C.                                                                   ",KS,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100618528,10/28/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
8837,M27221+P27221+V27221,Standard Meat Company                                                                               ,TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100625540,10/28/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
8837,M27221+P27221+V27221,Standard Meat Company                                                                               ,TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100625538,10/28/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
8837,M27221+P27221+V27221,Standard Meat Company                                                                               ,TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100628985,10/29/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
3551,M262,"National Beef Packing Co., L.L.C.                                                                   ",KS,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100624064,10/29/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
5475,M18532+P18532,Costco Wholesale Meat Plant                                                                         ,CA,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100624881,10/29/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622812,10/29/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622813,10/29/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
4345,M13445+P13445+V13445,Huse's Processing Inc.                                                                              ,TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100628588,10/29/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100621428,10/29/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622814,10/30/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622816,10/30/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
5475,M18532+P18532,Costco Wholesale Meat Plant                                                                         ,CA,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100624883,10/30/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100629366,10/30/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124146,M45097+P45097+V45097,"Kleoppel Meats, LLC DBA Alma's Farm Fresh Meats                                                     ",MO,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100629710,10/30/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
6437,M2069+P712,CTI                                                                                                 ,PA,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100629796,10/30/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
5633,M1913+P18057,American Meat Company                                                                               ,CA,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100630622,10/30/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
8869,M27260,"Jancorp, LLC                                                                                        ",IL,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100629609,10/30/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
8837,M27221+P27221+V27221,Standard Meat Company                                                                               ,TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100625548,10/30/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
8988,M22042+P22042,"Illini Institutional Foods, Inc.                                                                    ",IL,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100630858,10/31/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
8837,M27221+P27221+V27221,Standard Meat Company                                                                               ,TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100631647,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
8869,M27260,"Jancorp, LLC                                                                                        ",IL,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100631188,10/31/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
6437,M2069+P712,CTI                                                                                                 ,PA,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100631030,10/31/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
1383,M17965,Gold Medal Packing Inc.                                                                             ,NY,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100631362,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Positive
1383,M17965,Gold Medal Packing Inc.                                                                             ,NY,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100631369,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100629470,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
123331,M44785+P44785+V44785,"Alleghany Highlands Agricultural Center, LLC                                                        ",VA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100627488,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622820,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622818,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
5475,M18532+P18532,Costco Wholesale Meat Plant                                                                         ,CA,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100624885,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100631771,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100631772,10/31/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
13000,M34741,"American Beef Packers, Inc.                                                                         ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100631769,11/1/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
5475,M18532+P18532,Costco Wholesale Meat Plant                                                                         ,CA,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100629365,11/1/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622825,11/1/2013,Product-Raw-Intact-Beef,Negative,NULL,NULL
124135,M45090+V45090,"Mattatoio Di Modesto, Inc. (MDM)                                                                    ",CA,MT52,Ecoli Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,100622822,11/1/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100629471,11/1/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
1383,M17965,Gold Medal Packing Inc.                                                                             ,NY,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100632267,11/1/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
1383,M17965,Gold Medal Packing Inc.                                                                             ,NY,MT44T,"Follow-up E.coli O157:H7 Sampling of Raw Ground Beef, Trimmings or Components (Traceback)",100633476,11/4/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
8939,M27300,"LRN Processors, Inc.                                                                                ",CA,MT53,Ecoli Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,100633957,11/4/2013,Product-Raw-Intact-Beef,Negative,NULL,Negative
5633,M1913+P18057,American Meat Company                                                                               ,CA,MT44,Follow-up Risk-based E.coli O157:H7 Sampling of Positive Raw Ground Beef or Veal Sample,100630142,11/4/2013,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL
